id,timestamp,service,severity,error_code,message,cause,resolution,occurrence_count,tags
96,2025-11-10T10:40:36.489427,auth-service,INFO,ERR_5543,Timeout calling downstream service,schema mismatch,increase resources,485,"retry,db"
97,2025-11-06T12:41:36.489427,worker,CRITICAL,ERR_8483,Database connection refused,network issue,fix code,392,"network,config"
98,2025-11-22T05:20:36.489427,postgres,INFO,ERR_4563,Database connection refused,bad deployment,rollback,380,"timeout,db"
99,2025-11-28T21:55:36.489427,user,WARNING,ERR_8274,Permission denied accessing resource,bad deployment,fix code,13,"timeout,config"
100,2025-11-20T14:39:36.489427,payment,INFO,ERR_2217,Null pointer dereference,network issue,restart service,73,"timeout,network"
101,2025-11-22T05:59:36.489427,inventory,ERROR,ERR_8009,Permission denied accessing resource,schema mismatch,apply patch,468,"network,retry"
102,2025-11-24T12:21:36.489427,postgres,ERROR,ERR_8983,Null pointer dereference,invalid credentials,rollback,234,"timeout,config"
103,2025-11-27T02:40:36.489427,nginx,ERROR,ERR_8607,Out of memory error,timeout,contact infra,465,"db,timeout"
104,2025-11-30T15:52:36.489427,worker,WARNING,ERR_9368,Unhandled exception in worker,network issue,apply patch,131,"network,retry"
105,2025-11-29T14:00:36.489427,auth-service,WARNING,ERR_4003,Unhandled exception in worker,bad deployment,apply patch,80,"timeout,retry"
106,2025-12-02T18:04:36.489427,redis,CRITICAL,ERR_7544,Service returned 500,network issue,rollback,228,"db,retry"
107,2025-11-20T06:31:36.489427,inventory,WARNING,ERR_9037,Timeout calling downstream service,insufficient resources,apply patch,433,"db,network"
108,2025-11-14T12:18:36.489427,redis,CRITICAL,ERR_6951,Timeout calling downstream service,schema mismatch,contact infra,450,"config,timeout"
109,2025-11-17T11:27:36.489427,redis,CRITICAL,ERR_4893,Database connection refused,schema mismatch,contact infra,298,"config,db"
110,2025-11-25T18:49:36.489427,payment,CRITICAL,ERR_6078,Database connection refused,network issue,restart service,397,"config,db"
111,2025-11-25T11:07:36.489427,redis,ERROR,ERR_8992,Database connection refused,schema mismatch,contact infra,128,"config,db"
112,2025-11-26T16:57:36.489427,mongo,CRITICAL,ERR_4696,Service returned 500,invalid credentials,increase resources,300,"timeout,retry"
113,2025-12-02T21:31:36.489427,payment,CRITICAL,ERR_5958,Timeout calling downstream service,schema mismatch,contact infra,140,"network,config"
114,2025-11-24T16:25:36.489427,api-gateway,INFO,ERR_7559,Database connection refused,schema mismatch,restart service,293,"retry,db"
115,2025-11-25T00:59:36.490421,auth-service,WARNING,ERR_5330,Timeout calling downstream service,network issue,rollback,402,"timeout,db"
116,2025-11-09T07:06:36.490421,payment,CRITICAL,ERR_9779,Permission denied accessing resource,insufficient resources,fix code,302,"timeout,network"
117,2025-11-17T00:09:36.490421,api-gateway,ERROR,ERR_7514,Service returned 500,network issue,contact infra,392,"retry,timeout"
118,2025-11-15T05:12:36.490421,inventory,ERROR,ERR_2842,Service returned 500,schema mismatch,increase resources,67,"network,config"
119,2025-11-09T16:36:36.490421,postgres,CRITICAL,ERR_2197,Null pointer dereference,schema mismatch,restart service,239,"retry,config"
120,2025-11-28T22:43:36.490421,postgres,ERROR,ERR_6956,Timeout calling downstream service,timeout,restart service,426,"network,config"
121,2025-11-11T16:00:36.490421,inventory,ERROR,ERR_8354,Null pointer dereference,timeout,fix code,1,"config,db"
122,2025-11-27T03:23:36.490421,auth-service,CRITICAL,ERR_6972,Out of memory error,bad deployment,rollback,373,"network,retry"
123,2025-11-16T16:33:36.490421,worker,ERROR,ERR_7961,Null pointer dereference,invalid credentials,fix code,419,"config,timeout"
124,2025-11-24T14:00:36.490421,redis,CRITICAL,ERR_6695,Out of memory error,timeout,rollback,327,"network,retry"
125,2025-11-14T11:45:36.490421,nginx,CRITICAL,ERR_3389,Null pointer dereference,insufficient resources,contact infra,351,"timeout,config"
126,2025-11-28T07:24:36.490421,inventory,WARNING,ERR_2478,Timeout calling downstream service,bad deployment,restart service,416,"network,retry"
127,2025-11-26T15:33:36.490421,inventory,ERROR,ERR_3918,Out of memory error,insufficient resources,contact infra,41,"db,config"
128,2025-11-11T11:45:36.490421,mongo,ERROR,ERR_5701,Permission denied accessing resource,network issue,contact infra,484,"network,config"
129,2025-11-22T18:57:36.490421,api-gateway,ERROR,ERR_7266,Null pointer dereference,insufficient resources,increase resources,442,"retry,network"
130,2025-11-25T20:19:36.490421,order,INFO,ERR_2309,Timeout calling downstream service,insufficient resources,restart service,462,"db,config"
131,2025-11-07T21:24:36.490421,redis,WARNING,ERR_7782,Service returned 500,schema mismatch,restart service,295,"retry,db"
132,2025-11-17T23:04:36.490421,postgres,CRITICAL,ERR_4520,Unhandled exception in worker,schema mismatch,rollback,439,"retry,config"
133,2025-11-15T17:26:36.490421,scheduler,WARNING,ERR_8071,Timeout calling downstream service,schema mismatch,increase resources,153,"config,retry"
134,2025-11-26T11:42:36.490421,api-gateway,ERROR,ERR_3957,Database connection refused,schema mismatch,fix code,78,"db,config"
135,2025-11-19T06:31:36.490421,redis,INFO,ERR_5379,Database connection refused,insufficient resources,increase resources,295,"timeout,config"
136,2025-11-11T13:30:36.490421,user,WARNING,ERR_5767,Service returned 500,network issue,fix code,477,"timeout,network"
137,2025-11-13T04:20:36.490421,mongo,INFO,ERR_6106,Timeout calling downstream service,invalid credentials,increase resources,148,"timeout,config"
138,2025-11-22T19:42:36.490421,auth-service,WARNING,ERR_8800,Unhandled exception in worker,schema mismatch,apply patch,38,"db,config"
139,2025-11-07T18:09:36.490421,inventory,CRITICAL,ERR_9058,Database connection refused,schema mismatch,increase resources,145,"network,retry"
140,2025-11-06T00:03:36.490421,user,WARNING,ERR_1420,Permission denied accessing resource,network issue,increase resources,217,"timeout,db"
141,2025-11-12T23:17:36.490421,worker,ERROR,ERR_6339,Permission denied accessing resource,invalid credentials,contact infra,474,"config,db"
142,2025-11-23T00:04:36.490421,scheduler,CRITICAL,ERR_4082,Database connection refused,insufficient resources,restart service,98,"network,timeout"
143,2025-11-15T08:47:36.490421,mongo,ERROR,ERR_4352,Out of memory error,network issue,apply patch,237,"config,network"
144,2025-11-15T01:23:36.490421,payment,INFO,ERR_9833,Null pointer dereference,invalid credentials,apply patch,307,"config,timeout"
145,2025-11-11T20:47:36.490421,scheduler,WARNING,ERR_6606,Out of memory error,insufficient resources,increase resources,486,"network,db"
146,2025-12-01T06:08:36.490421,mongo,WARNING,ERR_6480,Unhandled exception in worker,timeout,contact infra,278,"db,retry"
147,2025-11-06T20:59:36.490421,order,WARNING,ERR_2477,Database connection refused,insufficient resources,rollback,241,"retry,config"
148,2025-11-07T18:04:36.490421,order,CRITICAL,ERR_5599,Database connection refused,invalid credentials,contact infra,244,"db,network"
149,2025-11-07T15:17:36.490421,search,CRITICAL,ERR_2871,Unhandled exception in worker,insufficient resources,restart service,220,"timeout,retry"
150,2025-11-08T20:15:36.490421,order,CRITICAL,ERR_5276,Null pointer dereference,schema mismatch,increase resources,167,"db,config"
151,2025-11-10T12:17:36.490421,nginx,WARNING,ERR_5510,Database connection refused,bad deployment,increase resources,59,"db,network"
152,2025-11-13T15:45:36.490421,worker,WARNING,ERR_2349,Out of memory error,network issue,restart service,187,"retry,timeout"
153,2025-11-26T17:58:36.490421,nginx,ERROR,ERR_4005,Database connection refused,timeout,rollback,101,"retry,timeout"
154,2025-12-03T02:33:36.490421,nginx,WARNING,ERR_6700,Out of memory error,invalid credentials,apply patch,287,"timeout,db"
155,2025-11-16T21:05:36.490421,search,WARNING,ERR_1257,Database connection refused,invalid credentials,restart service,36,"timeout,config"
156,2025-11-20T03:29:36.490421,payment,CRITICAL,ERR_1476,Service returned 500,invalid credentials,apply patch,136,"retry,config"
157,2025-11-13T16:25:36.490421,order,CRITICAL,ERR_3959,Out of memory error,timeout,increase resources,353,"network,config"
158,2025-11-26T03:22:36.490421,inventory,CRITICAL,ERR_3946,Database connection refused,invalid credentials,fix code,72,"network,timeout"
159,2025-11-17T02:10:36.490421,scheduler,ERROR,ERR_8734,Null pointer dereference,invalid credentials,increase resources,380,"db,config"
160,2025-11-27T22:18:36.490421,worker,INFO,ERR_2015,Service returned 500,insufficient resources,increase resources,178,"db,timeout"
161,2025-11-24T15:25:36.490421,worker,CRITICAL,ERR_7221,Database connection refused,bad deployment,increase resources,317,"network,config"
162,2025-11-18T17:43:36.490421,auth-service,WARNING,ERR_6939,Permission denied accessing resource,bad deployment,rollback,52,"retry,network"
163,2025-11-12T11:41:36.490421,postgres,INFO,ERR_1194,Out of memory error,timeout,increase resources,141,"db,config"
164,2025-12-02T08:39:36.490421,postgres,INFO,ERR_8474,Null pointer dereference,schema mismatch,fix code,444,"timeout,retry"
165,2025-11-11T21:19:36.490421,search,CRITICAL,ERR_9642,Timeout calling downstream service,bad deployment,apply patch,73,"config,timeout"
166,2025-11-22T16:34:36.490421,payment,CRITICAL,ERR_5377,Permission denied accessing resource,schema mismatch,contact infra,449,"timeout,network"
167,2025-11-23T18:59:36.490421,worker,WARNING,ERR_8554,Out of memory error,timeout,rollback,434,"network,retry"
168,2025-11-09T11:31:36.490421,scheduler,WARNING,ERR_4810,Timeout calling downstream service,insufficient resources,fix code,349,"db,timeout"
169,2025-12-01T17:04:36.490421,worker,WARNING,ERR_6002,Service returned 500,timeout,restart service,367,"timeout,retry"
170,2025-11-06T09:16:36.490421,user,INFO,ERR_4651,Out of memory error,bad deployment,increase resources,271,"timeout,db"
171,2025-11-26T10:17:36.490421,redis,WARNING,ERR_6489,Permission denied accessing resource,network issue,restart service,93,"timeout,retry"
172,2025-11-15T17:29:36.490421,postgres,WARNING,ERR_2355,Database connection refused,insufficient resources,contact infra,422,"db,timeout"
173,2025-11-18T20:30:36.490421,order,CRITICAL,ERR_4236,Service returned 500,schema mismatch,increase resources,85,"db,retry"
174,2025-11-07T22:49:36.490421,scheduler,INFO,ERR_8111,Permission denied accessing resource,timeout,contact infra,86,"retry,timeout"
175,2025-11-22T19:51:36.490421,inventory,WARNING,ERR_9210,Database connection refused,network issue,contact infra,360,"retry,db"
176,2025-11-13T14:39:36.490421,redis,CRITICAL,ERR_3523,Timeout calling downstream service,network issue,apply patch,109,"timeout,config"
177,2025-11-13T05:37:36.490421,api-gateway,ERROR,ERR_4488,Out of memory error,invalid credentials,restart service,463,"network,db"
178,2025-11-08T19:05:36.490421,postgres,CRITICAL,ERR_4569,Timeout calling downstream service,schema mismatch,rollback,149,"retry,config"
179,2025-12-02T07:46:36.490421,worker,CRITICAL,ERR_5121,Service returned 500,insufficient resources,fix code,196,"retry,config"
180,2025-11-09T10:22:36.490421,scheduler,CRITICAL,ERR_7208,Timeout calling downstream service,timeout,restart service,482,"retry,network"
181,2025-11-24T05:03:36.490421,postgres,WARNING,ERR_7766,Service returned 500,timeout,fix code,158,"config,db"
182,2025-11-28T03:37:36.491374,payment,ERROR,ERR_4691,Timeout calling downstream service,network issue,rollback,93,"db,network"
183,2025-11-26T07:40:36.491374,auth-service,INFO,ERR_1085,Service returned 500,network issue,fix code,176,"retry,network"
184,2025-11-10T16:35:36.491374,inventory,ERROR,ERR_5315,Null pointer dereference,insufficient resources,restart service,25,"timeout,network"
185,2025-11-27T21:47:36.491374,postgres,WARNING,ERR_4153,Database connection refused,network issue,apply patch,463,"config,retry"
186,2025-11-22T14:35:36.491374,scheduler,WARNING,ERR_3578,Permission denied accessing resource,network issue,apply patch,241,"retry,network"
187,2025-11-18T11:27:36.491374,nginx,CRITICAL,ERR_7117,Timeout calling downstream service,insufficient resources,restart service,396,"db,retry"
188,2025-11-14T22:30:36.491374,mongo,INFO,ERR_3585,Out of memory error,bad deployment,rollback,374,"timeout,config"
189,2025-11-28T18:38:36.491374,scheduler,INFO,ERR_6524,Out of memory error,network issue,restart service,190,"network,db"
190,2025-12-03T08:08:36.491374,redis,CRITICAL,ERR_5009,Out of memory error,invalid credentials,restart service,154,"retry,network"
191,2025-11-22T11:18:36.491374,inventory,ERROR,ERR_6834,Null pointer dereference,bad deployment,apply patch,494,"retry,db"
192,2025-11-12T06:56:36.491374,redis,WARNING,ERR_9098,Unhandled exception in worker,schema mismatch,apply patch,66,"timeout,config"
193,2025-12-01T11:29:36.491374,user,CRITICAL,ERR_8042,Out of memory error,bad deployment,increase resources,414,"retry,timeout"
194,2025-11-08T05:10:36.491374,api-gateway,INFO,ERR_2270,Service returned 500,bad deployment,fix code,93,"config,db"
195,2025-11-17T11:26:36.491374,mongo,CRITICAL,ERR_1071,Out of memory error,schema mismatch,apply patch,474,"config,timeout"
196,2025-11-19T20:45:36.491374,inventory,INFO,ERR_3242,Unhandled exception in worker,schema mismatch,rollback,469,"timeout,network"
197,2025-11-21T23:03:36.491374,postgres,CRITICAL,ERR_8454,Null pointer dereference,timeout,fix code,383,"db,config"
198,2025-11-11T12:54:36.491374,search,INFO,ERR_6113,Permission denied accessing resource,timeout,contact infra,78,"retry,timeout"
199,2025-11-30T22:38:36.491374,inventory,WARNING,ERR_7760,Database connection refused,network issue,apply patch,451,"timeout,config"
200,2025-11-28T11:00:36.491374,postgres,WARNING,ERR_8227,Service returned 500,network issue,apply patch,89,"db,config"
201,2025-12-03T03:28:36.491374,scheduler,ERROR,ERR_4315,Unhandled exception in worker,network issue,restart service,9,"retry,db"
202,2025-11-06T17:36:36.491374,mongo,CRITICAL,ERR_5366,Null pointer dereference,timeout,apply patch,335,"config,retry"
203,2025-11-06T06:08:36.491374,search,ERROR,ERR_1078,Null pointer dereference,network issue,fix code,243,"db,timeout"
204,2025-11-30T21:51:36.491374,inventory,ERROR,ERR_7012,Permission denied accessing resource,bad deployment,contact infra,186,"config,retry"
205,2025-12-02T13:56:36.491374,order,WARNING,ERR_3228,Database connection refused,timeout,increase resources,162,"config,timeout"
206,2025-11-24T03:19:36.491374,inventory,CRITICAL,ERR_8315,Null pointer dereference,timeout,rollback,133,"config,timeout"
207,2025-12-02T13:34:36.491374,api-gateway,WARNING,ERR_1400,Permission denied accessing resource,bad deployment,increase resources,355,"network,db"
208,2025-11-28T23:22:36.491374,auth-service,WARNING,ERR_9210,Permission denied accessing resource,invalid credentials,contact infra,127,"retry,timeout"
209,2025-11-21T11:43:36.491374,search,CRITICAL,ERR_8810,Out of memory error,network issue,restart service,305,"timeout,retry"
210,2025-11-21T13:01:36.491374,api-gateway,ERROR,ERR_8380,Timeout calling downstream service,bad deployment,rollback,88,"config,timeout"
211,2025-11-14T07:08:36.491374,mongo,ERROR,ERR_5727,Out of memory error,timeout,rollback,421,"config,network"
212,2025-11-20T10:25:36.491374,mongo,CRITICAL,ERR_6062,Database connection refused,timeout,fix code,303,"retry,timeout"
213,2025-11-06T02:02:36.491374,search,WARNING,ERR_7824,Service returned 500,schema mismatch,apply patch,33,"retry,config"
214,2025-11-20T06:37:36.491374,auth-service,INFO,ERR_1744,Timeout calling downstream service,schema mismatch,restart service,284,"timeout,db"
215,2025-11-11T21:48:36.491374,nginx,WARNING,ERR_3411,Unhandled exception in worker,invalid credentials,apply patch,338,"config,timeout"
216,2025-11-23T22:49:36.491374,order,ERROR,ERR_9380,Service returned 500,invalid credentials,apply patch,477,"timeout,config"
217,2025-11-30T00:58:36.491374,mongo,ERROR,ERR_1555,Database connection refused,bad deployment,contact infra,255,"retry,config"
218,2025-11-15T00:08:36.491374,scheduler,ERROR,ERR_8298,Database connection refused,bad deployment,contact infra,203,"retry,db"
219,2025-11-18T17:17:36.491374,order,INFO,ERR_6141,Permission denied accessing resource,invalid credentials,apply patch,127,"config,network"
220,2025-11-19T14:37:36.491374,redis,INFO,ERR_9986,Permission denied accessing resource,invalid credentials,restart service,145,"config,db"
221,2025-11-16T01:46:36.491374,search,WARNING,ERR_3984,Out of memory error,timeout,restart service,247,"retry,timeout"
222,2025-11-22T07:06:36.491374,payment,WARNING,ERR_5846,Unhandled exception in worker,timeout,apply patch,352,"network,config"
223,2025-11-13T01:44:36.491374,mongo,CRITICAL,ERR_8303,Null pointer dereference,invalid credentials,rollback,290,"retry,db"
